COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)	stratify_col
nitrofurantoin	15 day	Middle	657.0	14.1	39.8	60.6	21.4	35.3	6.2	126.9	125.1	11.0	1.0	0.0	2.0	85.0	12.4	19.6	217.0	751.0	68.0	72.0	139.0	0.14	0.08	212.0	14.0	0.4	140.0	3.4	103.0	10.1	7.0	6.0	3.7	1.6	60.0	26.0	125.0	1.0	nitrofurantoin_15 day_Middle
nitrofurantoin	15 day	Middle	751.0	15.8	45.1	60.1	21.0	35.0	3.5	118.3	109.3	26.0	1.0	0.0	2.0	70.0	12.3	16.6	245.0	1037.0	72.0	154.0	165.0	0.17	0.1	193.0	15.0	0.4	142.0	3.6	105.0	10.7	7.2	6.0	3.6	1.5	64.0	33.0	220.0	2.0	nitrofurantoin_15 day_Middle
nitrofurantoin	29 day	Middle	713.0	14.3	41.3	57.9	20.1	34.7	3.2	116.9	93.5	9.0	1.0	0.0	2.0	88.0	12.3	21.3	198.0	699.0	58.0	123.0	127.0	0.18	0.11	200.0	18.0	0.5	141.0	3.5	104.0	10.3	6.0	5.8	3.5	1.5	56.0	32.0	95.0	1.0	nitrofurantoin_29 day_Middle
nitrofurantoin	29 day	Middle	713.0	14.3	41.3	57.9	20.1	34.7	3.2	116.9	93.5	9.0	1.0	0.0	2.0	88.0	12.3	21.3	198.0	699.0	58.0	123.0	127.0	0.18	0.11	200.0	18.0	0.5	141.0	3.5	104.0	10.3	6.0	5.8	3.5	1.5	56.0	32.0	95.0	1.0	nitrofurantoin_29 day_Middle
nitrofurantoin	29 day	Middle	797.0	15.5	44.7	56.0	19.5	34.8	2.8	115.6	70.1	15.0	1.0	0.0	2.0	81.0	12.7	22.5	212.0	605.0	66.0	241.0	168.0	0.17	0.13	208.0	19.0	0.5	140.0	3.7	102.0	10.7	6.6	6.2	3.8	1.6	53.0	34.0	230.0	1.0	nitrofurantoin_29 day_Middle
nitrofurantoin	29 day	Middle	768.0	15.3	43.6	56.7	19.9	35.1	3.4	122.9	94.4	25.0	1.0	0.0	3.0	70.0	12.9	21.1	231.0	403.0	71.0	71.0	138.0	0.14	0.09	213.0	15.0	0.4	140.0	3.5	104.0	10.5	5.9	6.1	3.5	1.3	51.0	30.0	82.0	2.0	nitrofurantoin_29 day_Middle
nitrofurantoin	29 day	Middle	768.0	15.3	43.6	56.7	19.9	35.1	3.4	122.9	94.4	25.0	1.0	0.0	3.0	70.0	12.9	21.1	231.0	403.0	71.0	71.0	138.0	0.14	0.09	213.0	15.0	0.4	140.0	3.5	104.0	10.5	5.9	6.1	3.5	1.3	51.0	30.0	82.0	2.0	nitrofurantoin_29 day_Middle
nitrofurantoin	29 day	Middle	793.0	15.3	43.2	54.5	19.2	35.3	2.5	127.1	119.2	10.0	1.0	0.0	2.0	85.0	12.8	19.4	217.0	631.0	61.0	121.0	140.0	0.14	0.08	211.0	16.0	0.5	140.0	3.4	104.0	10.4	6.7	6.2	3.5	1.3	54.0	27.0	84.0	2.0	nitrofurantoin_29 day_Middle
nitrofurantoin	29 day	Middle	783.0	16.0	44.9	57.3	20.4	35.5	2.5	109.3	87.1	12.0	2.0	0.0	4.0	80.0	12.7	19.9	217.0	503.0	76.0	132.0	157.0	0.16	0.11	208.0	14.0	0.4	142.0	3.5	102.0	10.7	6.4	6.0	3.5	1.4	58.0	35.0	176.0	1.0	nitrofurantoin_29 day_Middle
nitrofurantoin	29 day	Middle	783.0	16.0	44.9	57.3	20.4	35.5	2.5	109.3	87.1	12.0	2.0	0.0	4.0	80.0	12.7	19.9	217.0	503.0	76.0	132.0	157.0	0.16	0.11	208.0	14.0	0.4	142.0	3.5	102.0	10.7	6.4	6.0	3.5	1.4	58.0	35.0	176.0	1.0	nitrofurantoin_29 day_Middle
nitrofurantoin	8 day	High	579.0	12.8	36.2	62.6	22.1	35.3	6.4	131.0	107.4	13.0	1.0	0.0	2.0	84.0	12.5	18.5	225.0	735.0	72.0	118.0	136.0	0.17	0.11	208.0	15.0	0.4	139.0	4.0	101.0	10.6	6.9	5.6	3.4	1.5	54.0	26.0	195.0	1.0	nitrofurantoin_8 day_High
nitrofurantoin	8 day	High	579.0	12.8	36.2	62.6	22.1	35.3	6.4	131.0	107.4	13.0	1.0	0.0	2.0	84.0	12.5	18.5	225.0	735.0	72.0	118.0	136.0	0.17	0.11	208.0	15.0	0.4	139.0	4.0	101.0	10.6	6.9	5.6	3.4	1.5	54.0	26.0	195.0	1.0	nitrofurantoin_8 day_High
nitrofurantoin	8 day	High	649.0	13.4	37.9	58.5	20.7	35.4	4.9	118.9	109.9	11.0	1.0	0.0	2.0	85.0	12.7	18.6	234.0	1120.0	81.0	156.0	167.0	0.19	0.14	194.0	16.0	0.4	141.0	4.0	102.0	11.0	7.1	5.7	3.6	1.7	66.0	27.0	258.0	1.0	nitrofurantoin_8 day_High
nitrofurantoin	8 day	High	617.0	13.0	36.9	59.9	21.2	35.3	5.5	126.2	157.8	13.0	1.0	0.0	2.0	83.0	12.9	18.4	193.0	1158.0	57.0	110.0	130.0	0.16	0.11	175.0	18.0	0.4	141.0	4.1	103.0	10.6	7.5	5.4	3.2	1.5	66.0	41.0	188.0	1.0	nitrofurantoin_8 day_High
nitrofurantoin	8 day	High	625.0	13.7	39.0	62.3	22.0	35.3	4.8	111.2	119.2	12.0	1.0	0.0	2.0	84.0	12.5	18.2	225.0	904.0	80.0	122.0	161.0	0.18	0.13	182.0	18.0	0.4	140.0	4.6	102.0	11.1	6.4	5.7	3.4	1.5	65.0	28.0	249.0	2.0	nitrofurantoin_8 day_High
nitrofurantoin	8 day	High	625.0	13.7	39.0	62.3	22.0	35.3	4.8	111.2	119.2	12.0	1.0	0.0	2.0	84.0	12.5	18.2	225.0	904.0	80.0	122.0	161.0	0.18	0.13	182.0	18.0	0.4	140.0	4.6	102.0	11.1	6.4	5.7	3.4	1.5	65.0	28.0	249.0	2.0	nitrofurantoin_8 day_High
nitrofurantoin	8 day	High	654.0	14.4	40.6	62.1	22.0	35.5	3.8	132.5	108.9	17.0	1.0	0.0	3.0	77.0	13.5	18.1	212.0	1060.0	61.0	49.0	118.0	0.15	0.08	176.0	13.0	0.4	141.0	3.7	103.0	10.8	7.1	6.0	3.6	1.5	68.0	34.0	204.0	0.0	nitrofurantoin_8 day_High
nitrofurantoin	15 day	High	705.0	13.9	39.7	56.4	19.8	35.1	3.9	167.0	120.9	10.0	1.0	0.0	2.0	86.0	12.0	20.0	219.0	797.0	91.0	119.0	168.0	0.15	0.1	215.0	16.0	0.4	141.0	3.7	102.0	10.6	5.6	5.9	3.6	1.6	59.0	31.0	205.0	1.0	nitrofurantoin_15 day_High
nitrofurantoin	15 day	High	624.0	12.8	37.5	60.1	20.5	34.1	3.6	131.6	103.3	18.0	0.0	0.0	3.0	78.0	12.8	18.1	214.0	949.0	76.0	84.0	145.0	0.15	0.09	197.0	18.0	0.5	142.0	3.8	103.0	10.3	6.3	5.8	3.5	1.5	92.0	38.0	296.0	2.0	nitrofurantoin_15 day_High
nitrofurantoin	15 day	High	709.0	14.0	40.5	57.2	19.7	34.4	4.5	130.4	114.9	14.0	1.0	0.0	2.0	83.0	12.1	20.2	222.0	581.0	92.0	99.0	164.0	0.13	0.06	253.0	11.0	0.4	140.0	3.3	101.0	10.2	8.0	5.9	3.0	1.0	66.0	35.0	160.0	2.0	nitrofurantoin_15 day_High
nitrofurantoin	15 day	High	786.0	15.6	44.3	56.3	19.9	35.2	3.6	122.5	148.6	16.0	1.0	0.0	2.0	80.0	12.4	21.9	238.0	1195.0	68.0	161.0	164.0	0.15	0.09	193.0	16.0	0.4	140.0	3.3	102.0	10.5	6.2	6.2	3.6	1.4	81.0	38.0	147.0	1.0	nitrofurantoin_15 day_High
nitrofurantoin	15 day	High	786.0	15.6	44.3	56.3	19.9	35.2	3.6	122.5	148.6	16.0	1.0	0.0	2.0	80.0	12.4	21.9	238.0	1195.0	68.0	161.0	164.0	0.15	0.09	193.0	16.0	0.4	140.0	3.3	102.0	10.5	6.2	6.2	3.6	1.4	81.0	38.0	147.0	1.0	nitrofurantoin_15 day_High
nitrofurantoin	15 day	High	762.0	14.5	41.6	54.6	19.1	35.0	3.8	114.8	89.6	14.0	1.0	0.0	2.0	82.0	12.6	18.9	234.0	799.0	69.0	87.0	153.0	0.14	0.08	216.0	16.0	0.4	141.0	3.5	103.0	10.1	6.7	6.0	3.5	1.4	72.0	32.0	236.0	2.0	nitrofurantoin_15 day_High
nitrofurantoin	15 day	High	762.0	14.5	41.6	54.6	19.1	35.0	3.8	114.8	89.6	14.0	1.0	0.0	2.0	82.0	12.6	18.9	234.0	799.0	69.0	87.0	153.0	0.14	0.08	216.0	16.0	0.4	141.0	3.5	103.0	10.1	6.7	6.0	3.5	1.4	72.0	32.0	236.0	2.0	nitrofurantoin_15 day_High
nitrofurantoin	29 day	High	804.0	15.5	44.6	55.4	19.2	34.7	2.4	115.3	147.3	9.0	1.0	0.0	2.0	87.0	12.9	22.8	212.0	536.0	64.0	122.0	143.0	0.18	0.14	209.0	17.0	0.5	140.0	3.9	103.0	10.0	5.6	5.9	3.5	1.5	67.0	34.0	96.0	1.0	nitrofurantoin_29 day_High
nitrofurantoin	29 day	High	804.0	15.5	44.6	55.4	19.2	34.7	2.4	115.3	147.3	9.0	1.0	0.0	2.0	87.0	12.9	22.8	212.0	536.0	64.0	122.0	143.0	0.18	0.14	209.0	17.0	0.5	140.0	3.9	103.0	10.0	5.6	5.9	3.5	1.5	67.0	34.0	96.0	1.0	nitrofurantoin_29 day_High
nitrofurantoin	29 day	High	820.0	14.7	43.3	52.8	17.9	34.0	2.3	96.1	122.7	8.0	1.0	0.0	2.0	86.0	12.8	20.8	214.0	689.0	77.0	179.0	169.0	0.16	0.11	222.0	16.0	0.4	143.0	3.7	104.0	10.4	6.3	6.3	3.5	1.3	70.0	42.0	270.0	0.0	nitrofurantoin_29 day_High
nitrofurantoin	29 day	High	775.0	14.7	42.0	54.3	19.0	35.0	3.7	104.7	176.2	10.0	1.0	0.0	3.0	85.0	12.7	19.7	217.0	502.0	78.0	68.0	151.0	0.14	0.09	221.0	15.0	0.5	141.0	3.6	106.0	10.5	6.6	6.1	3.8	1.7	59.0	33.0	132.0	1.0	nitrofurantoin_29 day_High
nitrofurantoin	29 day	High	775.0	14.7	42.0	54.3	19.0	35.0	3.7	104.7	176.2	10.0	1.0	0.0	3.0	85.0	12.7	19.7	217.0	502.0	78.0	68.0	151.0	0.14	0.09	221.0	15.0	0.5	141.0	3.6	106.0	10.5	6.6	6.1	3.8	1.7	59.0	33.0	132.0	1.0	nitrofurantoin_29 day_High
nitrofurantoin	29 day	High	764.0	14.1	40.5	53.1	18.5	34.9	3.8	114.6	115.7	19.0	1.0	0.0	3.0	76.0	12.2	19.6	219.0	569.0	80.0	88.0	157.0	0.14	0.09	195.0	13.0	0.4	141.0	3.7	105.0	10.2	5.5	5.7	3.7	1.9	67.0	35.0	92.0	1.0	nitrofurantoin_29 day_High
nitrofurantoin	29 day	High	764.0	14.1	40.5	53.1	18.5	34.9	3.8	114.6	115.7	19.0	1.0	0.0	3.0	76.0	12.2	19.6	219.0	569.0	80.0	88.0	157.0	0.14	0.09	195.0	13.0	0.4	141.0	3.7	105.0	10.2	5.5	5.7	3.7	1.9	67.0	35.0	92.0	1.0	nitrofurantoin_29 day_High
nitrofurantoin	29 day	High	738.0	14.6	42.8	58.0	19.8	34.2	3.7	99.2	156.5	11.0	1.0	0.0	2.0	85.0	12.5	19.5	219.0	573.0	79.0	92.0	156.0	0.15	0.09	246.0	14.0	0.5	141.0	3.5	102.0	10.5	6.2	5.9	3.3	1.3	56.0	33.0	207.0	1.0	nitrofurantoin_29 day_High
benzbromarone	8 day	Low	679.0	14.4	41.9	61.7	21.2	34.3	5.9	122.3	129.0	10.0	1.0	0.0	5.0	84.0	11.7	17.1	237.0	748.0	72.0	143.0	155.0	0.27	0.0	195.0	22.0	0.6	137.2	5.2	106.5	10.3	8.3	6.2	3.8	1.58	57.0	30.0	114.0	0.0	benzbromarone_8 day_Low
benzbromarone	8 day	Low	653.0	13.9	42.1	64.5	21.4	33.1	6.5	111.9	115.0	13.0	1.0	0.0	7.0	79.0	11.6	16.7	257.0	882.0	83.0	166.0	160.0	0.31	0.0	174.0	23.0	0.6	139.4	4.94	107.6	10.7	7.7	6.4	4.5	2.37	63.0	30.0	86.0	1.0	benzbromarone_8 day_Low
benzbromarone	8 day	Low	625.0	13.7	40.1	64.2	21.9	34.1	7.0	103.7	67.1	17.0	1.0	0.0	6.0	77.0	12.1	16.2	234.0	746.0	64.0	116.0	136.0	0.29	0.01	181.0	18.0	0.5	137.5	5.07	108.2	10.2	7.1	6.0	4.1	2.16	60.0	34.0	94.0	1.0	benzbromarone_8 day_Low
benzbromarone	8 day	Low	711.0	14.7	43.6	61.3	20.6	33.7	4.6	107.1	80.8	12.0	1.0	0.0	6.0	80.0	12.2	17.4	246.0	752.0	92.0	124.0	178.0	0.31	0.03	196.0	18.0	0.6	139.1	4.71	108.4	10.6	8.4	6.3	3.9	1.63	63.0	35.0	88.0	1.0	benzbromarone_8 day_Low
benzbromarone	8 day	Low	686.0	14.4	42.1	61.4	20.9	34.1	5.4	120.5	118.0	15.0	1.0	0.0	5.0	79.0	11.9	16.7	248.0	969.0	99.0	149.0	190.0	0.32	0.0	193.0	19.0	0.5	139.2	4.8	108.6	10.3	8.0	6.1	3.9	1.77	66.0	44.0	78.0	2.0	benzbromarone_8 day_Low
benzbromarone	15 day	Low	729.0	14.2	43.1	59.1	19.5	33.0	4.0	91.8	120.0	10.0	1.0	0.0	5.0	84.0	11.5	16.8	238.0	618.0	80.0	147.0	156.0	0.19	0.0	203.0	18.0	0.7	139.4	4.84	107.1	10.4	7.7	6.7	4.3	1.79	56.0	30.0	74.0	1.0	benzbromarone_15 day_Low
benzbromarone	15 day	Low	718.0	14.9	45.0	62.6	20.8	33.2	5.1	113.5	183.0	12.0	1.0	0.0	3.0	84.0	11.4	16.7	231.0	645.0	95.0	175.0	181.0	0.26	0.0	183.0	20.0	0.6	140.5	5.0	107.8	10.4	6.8	6.5	4.3	1.95	61.0	27.0	148.0	3.0	benzbromarone_15 day_Low
benzbromarone	15 day	Low	667.0	14.4	42.7	64.0	21.6	33.8	4.7	112.5	101.0	15.0	1.0	0.0	6.0	78.0	11.8	16.9	238.0	862.0	72.0	141.0	153.0	0.32	0.01	190.0	20.0	0.5	139.8	5.19	106.5	10.4	6.7	6.5	4.0	1.6	51.0	28.0	73.0	2.0	benzbromarone_15 day_Low
benzbromarone	15 day	Low	685.0	14.8	44.8	65.4	21.6	33.1	3.5	107.1	110.0	8.0	1.0	0.0	6.0	85.0	12.0	16.0	214.0	670.0	102.0	78.0	173.0	0.31	0.0	184.0	19.0	0.5	140.9	4.49	107.8	10.6	6.8	6.0	3.8	1.73	59.0	31.0	72.0	3.0	benzbromarone_15 day_Low
benzbromarone	15 day	Low	674.0	13.9	41.3	61.3	20.6	33.5	4.9	99.0	128.0	11.0	1.0	0.0	11.0	76.0	11.8	16.2	223.0	748.0	81.0	156.0	178.0	0.32	0.0	199.0	21.0	0.6	140.8	4.65	108.2	10.3	8.2	5.9	3.9	1.95	59.0	31.0	73.0	1.0	benzbromarone_15 day_Low
benzbromarone	29 day	Low	781.0	14.9	43.6	55.8	19.1	34.3	3.2	103.4	127.0	14.0	1.0	0.0	4.0	81.0	12.0	16.1	236.0	527.0	65.0	197.0	146.0	0.32	0.0	221.0	21.0	0.6	140.8	3.98	107.9	9.9	6.2	6.5	4.2	1.83	55.0	27.0	102.0	1.0	benzbromarone_29 day_Low
benzbromarone	29 day	Low	829.0	16.3	48.6	58.6	19.7	33.6	2.3	103.4	102.0	6.0	2.0	0.0	7.0	85.0	12.4	17.8	207.0	629.0	74.0	129.0	148.0	0.25	0.0	170.0	19.0	0.5	140.1	4.97	107.5	9.8	5.9	6.3	4.0	1.74	54.0	31.0	76.0	1.0	benzbromarone_29 day_Low
benzbromarone	29 day	Low	811.0	15.5	46.2	57.0	19.1	33.5	2.9	110.4	167.0	11.0	1.0	0.0	2.0	86.0	11.8	16.2	242.0	826.0	86.0	185.0	176.0	0.29	0.0	191.0	23.0	0.6	140.5	4.51	106.7	9.9	6.8	6.6	4.4	2.0	52.0	28.0	77.0	2.0	benzbromarone_29 day_Low
benzbromarone	29 day	Low	806.0	15.3	46.2	57.3	18.9	33.1	3.1	94.3	144.0	6.0	1.0	0.0	5.0	88.0	12.0	15.9	217.0	463.0	89.0	94.0	167.0	0.27	0.02	192.0	20.0	0.5	140.2	4.41	107.2	10.0	7.0	6.5	4.4	2.1	54.0	29.0	94.0	3.0	benzbromarone_29 day_Low
benzbromarone	29 day	Low	752.0	14.9	44.6	59.3	19.8	33.4	2.7	94.6	156.0	6.0	2.0	0.0	5.0	87.0	12.3	18.3	215.0	504.0	64.0	95.0	135.0	0.33	0.02	186.0	20.0	0.5	141.2	3.98	107.1	9.8	7.3	6.2	4.2	2.1	72.0	38.0	112.0	2.0	benzbromarone_29 day_Low
benzbromarone	8 day	Middle	704.0	14.9	44.2	62.8	21.2	33.8	4.5	118.9	128.0	9.0	1.0	0.0	6.0	84.0	12.6	18.7	233.0	984.0	69.0	119.0	146.0	0.22	0.0	185.0	20.0	0.6	138.6	5.47	108.1	10.3	6.4	6.3	4.3	2.15	63.0	32.0	92.0	0.0	benzbromarone_8 day_Middle
benzbromarone	8 day	Middle	673.0	14.2	42.0	62.3	21.0	33.7	5.0	118.2	80.5	14.0	1.0	0.0	6.0	79.0	12.3	17.8	225.0	1084.0	78.0	91.0	156.0	0.28	0.0	175.0	20.0	0.6	141.0	5.07	108.6	10.7	7.7	6.3	4.3	2.15	64.0	35.0	96.0	0.0	benzbromarone_8 day_Middle
benzbromarone	8 day	Middle	675.0	14.5	43.4	64.3	21.5	33.5	5.4	128.3	105.0	11.0	2.0	0.0	6.0	80.0	11.9	18.5	246.0	749.0	83.0	69.0	145.0	0.26	0.0	185.0	21.0	0.6	139.8	5.06	106.9	10.5	7.7	6.5	4.6	2.42	53.0	26.0	92.0	0.0	benzbromarone_8 day_Middle
benzbromarone	8 day	Middle	678.0	14.2	42.0	62.0	20.9	33.7	6.9	112.0	81.3	10.0	1.0	0.0	7.0	81.0	12.3	17.9	231.0	832.0	70.0	43.0	127.0	0.32	0.0	202.0	18.0	0.6	140.4	4.94	108.0	10.1	7.9	5.9	4.3	2.69	58.0	24.0	104.0	0.0	benzbromarone_8 day_Middle
benzbromarone	8 day	Middle	646.0	14.3	42.2	65.3	22.1	33.8	6.2	119.6	139.0	11.0	1.0	0.0	7.0	80.0	11.8	15.9	238.0	699.0	113.0	78.0	196.0	0.34	0.0	187.0	21.0	0.5	138.5	4.36	105.2	11.1	9.2	6.4	4.5	2.37	47.0	23.0	97.0	1.0	benzbromarone_8 day_Middle
benzbromarone	15 day	Middle	637.0	13.7	40.5	63.6	21.5	33.8	5.7	103.8	146.0	11.0	1.0	0.0	8.0	80.0	11.7	17.3	232.0	982.0	104.0	166.0	192.0	0.17	0.0	199.0	26.0	0.7	140.3	4.41	105.3	10.8	8.0	7.1	4.7	1.96	55.0	30.0	98.0	0.0	benzbromarone_15 day_Middle
benzbromarone	15 day	Middle	667.0	14.6	43.1	64.7	21.9	33.8	3.7	117.1	91.1	12.0	1.0	0.0	7.0	80.0	12.1	17.5	231.0	1188.0	79.0	101.0	149.0	0.35	0.0	193.0	19.0	0.5	141.7	5.15	109.3	10.1	6.5	6.3	4.2	2.0	61.0	34.0	88.0	2.0	benzbromarone_15 day_Middle
benzbromarone	15 day	Middle	725.0	14.6	43.7	60.3	20.1	33.4	4.3	96.6	82.6	11.0	1.0	0.0	8.0	80.0	12.4	17.4	246.0	712.0	63.0	61.0	131.0	0.27	0.0	201.0	21.0	0.6	141.2	4.28	105.8	10.5	8.1	6.6	4.5	2.14	60.0	29.0	100.0	1.0	benzbromarone_15 day_Middle
benzbromarone	15 day	Middle	681.0	14.7	44.1	64.7	21.5	33.2	4.8	102.9	160.0	19.0	1.0	0.0	7.0	72.0	12.0	17.3	222.0	810.0	70.0	33.0	122.0	0.3	0.04	170.0	17.0	0.6	139.8	4.97	107.0	10.3	6.5	6.4	4.2	1.91	58.0	24.0	92.0	0.0	benzbromarone_15 day_Middle
benzbromarone	15 day	Middle	717.0	14.8	44.5	62.1	20.7	33.3	4.4	132.3	167.0	9.0	1.0	0.0	5.0	85.0	12.1	18.1	254.0	671.0	112.0	68.0	188.0	0.29	0.01	194.0	18.0	0.6	138.7	4.54	104.3	10.8	9.0	6.7	4.9	2.72	55.0	30.0	109.0	1.0	benzbromarone_15 day_Middle
benzbromarone	29 day	Middle	811.0	15.7	48.4	59.7	19.3	32.3	2.4	93.3	167.0	8.0	1.0	0.0	8.0	83.0	12.3	19.6	223.0	648.0	64.0	81.0	128.0	0.25	0.03	194.0	19.0	0.6	142.2	4.93	109.7	9.9	6.3	6.3	4.2	2.0	61.0	40.0	101.0	1.0	benzbromarone_29 day_Middle
benzbromarone	29 day	Middle	796.0	15.3	46.1	58.0	19.3	33.2	1.8	93.5	104.0	12.0	3.0	0.0	7.0	78.0	12.5	17.8	236.0	661.0	85.0	60.0	130.0	0.28	0.03	187.0	20.0	0.7	140.5	4.18	109.3	9.4	6.7	6.3	4.1	1.86	50.0	29.0	98.0	1.0	benzbromarone_29 day_Middle
benzbromarone	29 day	Middle	714.0	14.1	42.1	59.0	19.7	33.4	4.0	101.8	121.0	11.0	1.0	0.0	8.0	81.0	12.1	18.9	235.0	604.0	98.0	74.0	168.0	0.16	0.01	160.0	21.0	0.7	139.9	4.56	106.0	10.5	7.1	7.2	4.5	1.67	60.0	32.0	110.0	1.0	benzbromarone_29 day_Middle
benzbromarone	29 day	Middle	827.0	15.8	47.5	57.4	19.1	33.2	2.0	119.6	124.0	7.0	2.0	0.0	4.0	88.0	12.4	18.6	227.0	500.0	90.0	91.0	151.0	0.24	0.01	199.0	19.0	0.6	140.5	4.4	108.4	10.0	6.8	6.9	4.4	1.76	37.0	35.0	215.0	1.0	benzbromarone_29 day_Middle
benzbromarone	29 day	Middle	789.0	15.0	44.7	56.7	19.0	33.5	3.8	128.6	183.0	6.0	1.0	0.0	3.0	91.0	12.1	17.3	242.0	613.0	85.0	71.0	146.0	0.31	0.0	186.0	17.0	0.6	142.1	4.28	108.5	9.9	7.5	6.4	4.4	2.2	62.0	34.0	213.0	1.0	benzbromarone_29 day_Middle
benzbromarone	8 day	High	697.0	14.7	43.7	62.7	21.2	33.7	5.2	111.9	117.0	13.0	2.0	0.0	5.0	81.0	12.3	19.7	225.0	798.0	103.0	41.0	164.0	0.15	0.0	193.0	22.0	0.5	140.1	4.92	107.3	10.3	6.9	6.3	4.7	2.94	55.0	32.0	99.0	1.0	benzbromarone_8 day_High
benzbromarone	8 day	High	658.0	14.5	43.3	65.9	22.0	33.4	5.4	112.8	73.3	12.0	1.0	0.0	7.0	79.0	12.3	17.5	236.0	786.0	105.0	27.0	152.0	0.22	0.03	214.0	25.0	0.7	139.7	4.6	106.0	10.6	7.1	6.7	4.6	2.19	62.0	36.0	255.0	1.0	benzbromarone_8 day_High
benzbromarone	8 day	High	648.0	14.0	41.5	64.0	21.6	33.8	5.9	116.0	81.0	17.0	2.0	0.0	10.0	72.0	12.3	20.7	252.0	964.0	127.0	49.0	196.0	0.24	0.04	181.0	23.0	0.7	142.0	4.12	106.6	10.9	9.4	6.8	4.9	2.58	64.0	34.0	322.0	1.0	benzbromarone_8 day_High
benzbromarone	8 day	High	671.0	14.4	42.7	63.7	21.4	33.6	4.4	114.2	100.0	23.0	1.0	0.0	6.0	70.0	11.9	17.8	241.0	866.0	68.0	26.0	118.0	0.29	0.02	172.0	18.0	0.7	141.0	4.29	107.3	10.3	9.0	6.1	4.4	2.59	64.0	35.0	130.0	1.0	benzbromarone_8 day_High
benzbromarone	15 day	High	670.0	14.0	41.8	62.4	20.9	33.4	5.0	103.8	71.1	25.0	1.0	0.0	8.0	66.0	12.1	19.4	232.0	942.0	103.0	56.0	161.0	0.29	0.0	186.0	20.0	0.5	141.0	4.3	105.3	10.5	6.7	6.5	4.5	2.25	50.0	34.0	71.0	1.0	benzbromarone_15 day_High
benzbromarone	15 day	High	695.0	14.5	43.0	61.9	20.9	33.7	4.3	102.2	174.0	28.0	1.0	0.0	7.0	65.0	12.7	18.4	203.0	1395.0	68.0	28.0	127.0	0.34	0.06	198.0	22.0	0.7	142.1	4.32	107.4	10.1	7.2	6.3	4.2	2.0	64.0	40.0	189.0	2.0	benzbromarone_15 day_High
benzbromarone	15 day	High	686.0	14.1	42.0	61.2	20.5	33.5	4.0	87.8	194.0	8.0	1.0	0.0	5.0	86.0	13.1	18.0	224.0	954.0	89.0	23.0	137.0	0.26	0.03	184.0	23.0	0.6	141.9	3.95	107.5	10.4	7.7	5.9	4.1	2.28	79.0	39.0	92.0	2.0	benzbromarone_15 day_High
benzbromarone	15 day	High	733.0	14.2	43.9	59.8	19.4	32.4	4.3	90.3	124.0	17.0	1.0	0.0	5.0	78.0	12.3	19.0	218.0	1276.0	76.0	32.0	134.0	0.27	0.0	177.0	18.0	0.5	141.9	4.0	109.1	10.5	8.0	6.1	4.4	2.59	60.0	30.0	156.0	0.0	benzbromarone_15 day_High
benzbromarone	15 day	High	686.0	14.5	42.9	62.5	21.1	33.8	5.1	112.1	127.0	21.0	1.0	0.0	6.0	73.0	12.3	17.6	245.0	893.0	101.0	44.0	162.0	0.16	0.02	185.0	22.0	0.6	141.8	4.7	107.8	10.6	7.5	6.7	4.6	2.19	65.0	38.0	311.0	0.0	benzbromarone_15 day_High
benzbromarone	29 day	High	765.0	15.0	44.1	57.7	19.6	33.9	2.8	108.1	135.0	14.0	2.0	0.0	5.0	79.0	12.4	18.2	203.0	669.0	86.0	55.0	145.0	0.23	0.01	175.0	23.0	0.3	141.8	3.91	107.1	9.9	6.9	6.3	4.2	2.0	55.0	41.0	87.0	1.0	benzbromarone_29 day_High
benzbromarone	29 day	High	836.0	15.2	45.9	55.0	18.1	33.0	2.8	83.7	91.3	11.0	1.0	0.0	7.0	82.0	12.4	16.9	176.0	876.0	53.0	21.0	106.0	0.35	0.04	173.0	19.0	0.6	142.3	3.91	109.2	9.4	6.4	5.7	4.2	2.8	67.0	45.0	180.0	1.0	benzbromarone_29 day_High
benzbromarone	29 day	High	768.0	14.5	43.3	56.3	18.9	33.6	2.4	108.0	178.0	18.0	2.0	0.0	8.0	73.0	12.8	18.4	242.0	520.0	67.0	31.0	110.0	0.2	0.03	179.0	17.0	0.5	142.4	3.74	108.5	9.4	6.2	5.8	3.7	1.76	78.0	55.0	91.0	2.0	benzbromarone_29 day_High
