,COMPOUND_NAME,SACRI_PERIOD,DOSE_LEVEL,RBC(x10_4/ul),Hb(g/dL),Ht(%),MCV(fL),MCH(pg),MCHC(%),Ret(%),Plat(x10_4/uL),WBC(x10_2/uL),Neu(%),Eos(%),Bas(%),Mono(%),Lym(%),PT(s),APTT(s),Fbg(mg/dL),ALP(IU/L),TC(mg/dL),TG(mg/dL),PL(mg/dL),TBIL(mg/dL),DBIL(mg/dL),GLC(mg/dL),BUN(mg/dL),CRE(mg/dL),Na(meq/L),K(meq/L),Cl(meq/L),Ca(mg/dL),IP(mg/dL),TP(g/dL),RALB(g/dL),A/G,AST(IU/L),ALT(IU/L),LDH(IU/L),GTP(IU/L)
3763,aspirin,15 day,High,669.0,14.3,40.9,61.2,21.3,34.9,5.6,141.2,140.0,18.0,1.0,0.0,4.0,76.0,13.3,19.4,218.0,752.0,77.0,194.0,180.0,0.13,0.09,176.0,16.0,0.5,141.0,4.0,101.0,11.0,8.2,5.4,3.2,1.5,78.0,46.0,241.0,1.0
3764,ketoconazole,15 day,Low,676.0,13.7,39.8,58.9,20.3,34.4,4.6,123.8,123.5,19.0,1.0,0.0,1.0,77.0,15.2,22.6,350.0,1177.0,120.0,169.0,204.0,0.01,0.0,167.0,17.0,0.2,142.0,4.5,106.0,10.7,7.9,6.1,3.3,1.2,63.0,41.0,172.0,1.0
3765,omeprazole,15 day,High,659.0,11.3,33.8,51.4,17.2,33.4,6.2,150.2,115.2,13.0,1.0,0.0,2.0,82.0,12.4,24.1,193.0,640.0,122.0,54.0,201.0,0.11,0.05,186.0,20.0,0.5,141.0,4.1,103.0,10.6,7.9,6.3,3.5,1.3,59.0,23.0,220.0,2.0
3766,carboplatin,8 day,Low,632.0,13.4,41.1,65.1,21.1,32.5,5.1,153.1,93.3,14.0,1.0,0.0,2.0,82.0,15.2,24.0,338.0,1544.0,79.0,94.0,149.0,0.0,0.0,167.0,18.0,0.2,140.0,4.7,103.0,11.2,7.8,5.9,3.2,1.2,73.0,46.0,139.0,3.0
3767,pemoline,8 day,Low,635.0,13.6,39.9,62.8,21.4,34.1,6.0,139.8,109.8,21.0,1.0,0.0,3.0,74.0,12.5,17.4,297.0,1745.0,93.0,133.0,168.0,0.02,0.01,193.0,19.0,0.2,143.0,3.9,102.0,10.8,8.2,6.1,2.8,0.8,60.0,46.0,89.0,1.0
3768,thioacetamide,8 day,Middle,673.0,13.8,41.4,61.4,20.4,33.2,3.7,113.4,199.0,11.0,1.0,0.0,3.0,86.0,13.1,16.0,240.0,1206.0,59.0,116.0,132.0,0.3,0.03,161.0,17.0,0.6,138.0,4.5,105.0,10.5,8.4,5.9,4.0,2.1,68.0,33.0,96.0,1.0
3769,griseofulvin,29 day,Middle,770.0,15.3,44.9,58.3,19.8,34.0,2.8,100.0,117.0,12.0,1.0,0.0,3.0,84.0,12.6,21.6,219.0,580.0,70.0,85.0,129.0,0.13,0.07,240.0,18.0,0.5,140.0,3.8,101.0,10.4,7.5,5.7,3.3,1.4,54.0,32.0,117.0,2.0
3770,monocrotaline,8 day,Middle,678.0,13.7,39.3,58.0,20.2,34.8,4.4,135.9,177.3,18.0,1.0,0.0,6.0,74.0,16.6,20.2,472.0,1510.0,98.0,151.0,170.0,0.0,0.0,180.0,16.0,0.2,143.0,4.5,106.0,11.3,6.7,5.8,3.0,1.1,92.0,48.0,288.0,2.0
3771,tiopronin,8 day,Low,623.0,13.5,39.4,63.2,21.6,34.2,6.9,124.1,120.4,11.0,1.0,0.0,2.0,85.0,15.5,21.3,333.0,1796.0,77.0,110.0,148.0,0.01,0.0,186.0,17.0,0.1,143.0,4.1,109.0,10.8,6.4,5.7,3.0,1.1,60.0,33.0,135.0,2.0
3772,terbinafine,29 day,High,718.0,13.8,39.5,54.9,19.3,35.1,3.1,106.4,132.7,21.0,1.0,0.0,3.0,74.0,12.5,25.4,213.0,593.0,93.0,15.0,150.0,0.15,0.08,202.0,15.0,0.5,142.0,3.6,102.0,10.3,7.6,6.2,4.0,1.8,65.0,45.0,221.0,1.0
3773,cimetidine,29 day,Low,770.0,14.5,42.7,55.4,18.9,34.1,2.8,134.1,181.9,13.0,1.0,1.0,3.0,81.0,12.9,21.3,225.0,512.0,64.0,231.0,154.0,0.21,0.16,318.0,18.0,0.6,139.0,3.7,100.0,10.5,7.6,5.9,3.6,1.6,63.0,33.0,196.0,1.0
3774,caffeine,15 day,Low,706.0,14.2,41.7,59.1,20.1,34.0,4.2,107.5,65.1,16.0,0.0,0.0,1.0,82.0,14.9,23.4,321.0,1322.0,83.0,123.0,162.0,0.0,0.0,199.0,19.0,0.2,142.0,3.9,105.0,10.7,7.2,6.0,3.1,1.1,74.0,41.0,196.0,3.0
3775,diclofenac,8 day,Low,616.0,13.1,38.1,61.8,21.2,34.4,4.7,124.6,59.4,15.0,1.0,0.0,2.0,80.0,12.1,19.8,212.0,917.0,78.0,182.0,166.0,0.19,0.13,217.0,17.0,0.4,141.0,4.4,103.0,10.7,7.5,5.7,3.5,1.6,61.0,29.0,127.0,1.0
3776,allyl alcohol,15 day,Low,750.0,14.7,42.3,56.3,19.6,34.8,3.5,126.5,69.9,13.0,1.0,0.0,4.0,83.0,11.9,19.3,230.0,726.0,80.0,93.0,146.0,0.13,0.08,220.0,14.0,0.4,141.0,3.5,102.0,10.8,6.3,5.9,3.6,1.6,63.0,33.0,253.0,1.0
3777,WY-14643,15 day,Middle,633.0,13.5,38.8,61.2,21.3,34.8,3.8,117.4,110.7,26.0,1.0,0.0,3.0,69.0,13.0,14.3,206.0,1650.0,57.0,32.0,121.0,0.04,0.02,180.0,20.0,0.2,144.0,4.2,106.0,10.6,7.9,6.1,2.9,0.9,70.0,57.0,69.0,1.0
3778,chlorpropamide,29 day,Low,754.0,14.3,43.5,57.7,19.0,32.9,2.8,104.7,95.8,11.0,1.0,0.0,2.0,85.0,15.1,20.4,302.0,1220.0,80.0,169.0,172.0,0.02,0.01,220.0,18.0,0.3,145.0,3.9,104.0,10.9,7.4,6.2,2.8,0.8,57.0,41.0,62.0,2.0
3779,dantrolene,15 day,High,762.0,14.5,43.0,56.4,19.0,33.7,5.9,136.3,110.0,10.0,0.0,0.0,4.0,86.0,11.2,17.4,171.0,837.0,69.0,50.0,153.0,0.41,0.07,177.0,18.0,0.6,141.0,4.3,105.0,10.4,8.8,5.5,3.7,2.1,65.0,33.0,71.0,2.0
3780,fenofibrate,15 day,High,726.0,14.0,41.9,57.8,19.2,33.3,5.6,176.1,154.3,19.0,1.0,0.0,3.0,76.0,15.1,17.4,218.0,2312.0,47.0,24.0,129.0,0.09,0.04,164.0,20.0,0.2,146.0,3.6,108.0,10.6,5.7,6.1,2.9,0.9,253.0,149.0,363.0,1.0
3781,amiodarone,15 day,High,817.0,16.4,45.9,56.2,20.0,35.6,0.4,96.0,87.6,32.0,1.0,0.0,1.0,66.0,14.1,20.6,154.0,1134.0,169.0,13.0,191.0,0.13,0.07,188.0,21.0,0.5,140.0,3.8,101.0,9.6,6.8,5.7,3.7,1.9,63.0,48.0,177.0,1.0
3782,penicillamine,8 day,High,672.0,12.6,39.0,58.0,18.7,32.2,5.9,132.3,78.8,17.0,1.0,0.0,3.0,77.0,14.8,18.3,510.0,810.0,83.0,29.0,145.0,0.06,0.01,162.0,13.0,0.2,142.0,3.7,106.0,10.9,7.1,6.0,2.9,0.9,50.0,38.0,66.0,1.0
3783,dantrolene,15 day,Low,726.0,14.7,43.3,59.6,20.2,33.9,3.3,114.5,95.1,7.0,1.0,0.0,6.0,86.0,11.5,18.9,219.0,686.0,65.0,138.0,145.0,0.28,0.03,182.0,19.0,0.6,142.0,4.2,104.0,10.6,6.3,5.8,3.9,2.1,63.0,33.0,82.0,1.0
3784,allopurinol,8 day,Middle,671.0,13.9,41.8,62.3,20.7,33.3,6.2,108.7,104.0,11.0,1.0,0.0,4.0,85.0,11.8,16.1,270.0,810.0,77.0,88.0,162.0,0.39,0.07,211.0,22.0,0.6,141.0,4.1,107.0,11.3,7.3,6.0,3.9,1.9,64.0,33.0,76.0,2.0
3785,diltiazem,8 day,Middle,663.0,13.6,41.1,62.1,20.6,33.1,6.1,127.4,75.0,17.0,1.0,0.0,2.0,79.0,13.5,16.1,309.0,1145.0,84.0,150.0,166.0,0.02,0.01,194.0,16.0,0.2,143.0,4.1,104.0,11.5,8.1,5.9,2.8,0.9,57.0,34.0,116.0,2.0
3786,bucetin,8 day,Low,679.0,13.8,41.3,60.8,20.4,33.5,5.5,93.1,108.0,13.0,0.0,0.0,3.0,82.0,13.7,16.7,247.0,1598.0,88.0,132.0,183.0,0.05,0.03,198.0,16.0,0.2,144.0,4.2,104.0,10.9,7.8,6.0,2.7,0.8,68.0,47.0,92.0,1.0
3787,triazolam,8 day,Low,680.0,13.8,41.8,61.5,20.3,33.1,6.6,140.7,119.8,13.0,0.0,0.0,1.0,84.0,12.8,19.7,252.0,1998.0,71.0,155.0,164.0,0.03,0.01,188.0,16.0,0.2,141.0,3.7,104.0,11.1,7.2,5.5,2.6,0.9,71.0,62.0,98.0,1.0
3788,puromycin aminonucleoside,8 day,High,658.0,13.3,35.9,54.5,20.2,37.1,0.7,84.6,116.8,11.0,1.0,0.0,2.0,84.0,12.3,19.4,532.0,137.0,243.0,40.0,354.0,0.0,0.0,159.0,134.0,0.9,127.0,4.7,93.0,8.7,11.9,3.3,1.1,0.5,47.0,39.0,307.0,3.0
3789,acetazolamide,8 day,High,712.0,15.1,43.4,61.0,21.2,34.7,5.3,87.5,85.0,16.0,1.0,0.0,1.0,82.0,16.7,18.5,326.0,2099.0,83.0,95.0,165.0,0.0,0.0,186.0,18.0,0.2,145.0,3.9,114.0,10.7,6.4,5.6,3.3,1.4,86.0,51.0,175.0,1.0
3790,monocrotaline,15 day,Low,713.0,14.5,41.4,58.1,20.3,34.9,3.0,123.5,169.4,8.0,0.0,0.0,4.0,86.0,16.0,18.9,532.0,1925.0,104.0,79.0,161.0,0.0,0.0,193.0,17.0,0.2,142.0,4.2,106.0,10.7,6.0,5.9,2.7,0.9,92.0,51.0,374.0,2.0
3791,acetaminophen,8 day,High,633.0,13.3,39.9,63.1,21.0,33.3,4.8,130.5,12.8,23.0,2.0,0.0,6.0,69.0,11.9,17.0,245.0,735.0,84.0,153.0,175.0,0.15,0.04,215.0,19.0,0.3,142.0,5.0,103.0,11.0,9.7,6.2,3.9,1.7,49.0,27.0,120.0,0.0
3792,tiopronin,15 day,Middle,655.0,13.4,39.6,60.5,20.5,33.9,5.4,105.8,173.4,12.0,1.0,0.0,3.0,83.0,15.6,25.2,265.0,1410.0,70.0,215.0,162.0,0.0,0.0,183.0,23.0,0.2,141.0,4.4,106.0,10.4,5.9,5.5,3.1,1.3,64.0,51.0,118.0,2.0
3793,flutamide,29 day,Middle,726.0,15.0,42.5,58.5,20.7,35.4,3.0,88.8,112.6,16.0,1.0,0.0,2.0,80.0,12.7,18.5,228.0,513.0,80.0,62.0,161.0,0.15,0.08,210.0,17.0,0.5,141.0,3.5,103.0,10.7,7.5,6.5,4.0,1.6,53.0,37.0,122.0,2.0
3794,ethambutol,8 day,High,779.0,15.9,46.4,59.6,20.5,34.3,2.0,110.8,88.0,30.0,0.0,0.0,3.0,66.0,20.3,20.6,164.0,1192.0,56.0,15.0,106.0,0.17,0.13,148.0,22.0,0.2,140.0,4.1,107.0,9.2,9.1,4.3,2.4,1.2,187.0,81.0,301.0,1.0
3795,ibuprofen,29 day,Low,764.0,14.4,41.9,54.8,18.8,34.4,3.4,98.6,66.9,17.0,2.0,0.0,1.0,79.0,16.8,26.3,336.0,1657.0,69.0,132.0,146.0,0.0,0.0,198.0,19.0,0.2,143.0,3.7,106.0,10.4,5.3,6.1,3.3,1.2,61.0,31.0,167.0,3.0
3796,moxisylyte,15 day,Low,678.0,13.9,38.3,56.6,20.5,36.3,4.4,124.1,135.5,17.0,1.0,0.0,2.0,79.0,16.0,21.7,336.0,1329.0,69.0,272.0,164.0,0.0,0.0,192.0,21.0,0.1,141.0,4.5,107.0,11.2,6.0,6.0,3.2,1.1,89.0,49.0,364.0,2.0
3797,aspirin,29 day,Middle,795.0,16.0,46.4,58.3,20.1,34.4,2.2,121.6,114.0,11.0,1.0,0.0,2.0,84.0,12.4,21.4,202.0,686.0,77.0,142.0,165.0,0.17,0.1,226.0,17.0,0.5,141.0,4.0,104.0,10.3,7.3,5.9,3.5,1.5,117.0,45.0,227.0,1.0
3798,caffeine,8 day,Middle,680.0,14.0,41.7,61.3,20.6,33.6,6.3,112.4,97.7,20.0,1.0,0.0,2.0,76.0,15.4,23.1,308.0,1697.0,82.0,87.0,157.0,0.0,0.0,188.0,17.0,0.2,143.0,4.5,105.0,10.6,8.1,5.6,3.0,1.2,83.0,58.0,148.0,2.0
3799,colchicine,8 day,Middle,633.0,13.7,41.0,64.7,21.6,33.3,7.7,131.8,106.0,18.0,1.0,0.0,9.0,72.0,11.0,17.4,256.0,813.0,92.0,125.0,177.0,0.22,0.0,195.0,19.0,0.6,142.0,4.2,104.0,11.7,7.2,6.4,4.0,1.7,58.0,30.0,89.0,0.0
3800,rotenone,8 day,High,629.0,13.0,40.3,64.1,20.6,32.2,6.7,127.0,95.0,19.0,1.0,0.0,4.0,76.0,11.7,14.1,204.0,1095.0,82.0,67.0,137.0,0.02,0.01,186.0,17.0,0.4,141.0,4.6,104.0,11.6,7.7,5.9,4.1,2.3,77.0,30.0,75.0,0.0
3801,pemoline,15 day,Middle,718.0,14.9,42.8,59.6,20.8,34.9,4.6,109.6,81.5,14.0,1.0,0.0,3.0,82.0,12.8,17.1,290.0,1618.0,107.0,180.0,200.0,0.03,0.01,189.0,17.0,0.2,143.0,4.1,103.0,11.4,8.9,5.9,2.7,0.8,67.0,33.0,86.0,1.0
3802,chlormezanone,29 day,Low,766.0,14.6,41.2,53.8,19.0,35.3,2.6,97.1,63.2,18.0,1.0,0.0,3.0,77.0,11.9,18.5,306.0,874.0,73.0,34.0,123.0,0.06,0.0,172.0,14.0,0.3,143.0,4.4,107.0,10.5,5.9,6.2,2.8,0.8,64.0,46.0,49.0,1.0
3803,perhexiline,29 day,Middle,674.0,13.8,41.3,61.3,20.5,33.5,5.0,105.3,98.0,18.0,1.0,0.0,2.0,78.0,15.7,13.9,313.0,1224.0,69.0,118.0,149.0,0.0,0.0,189.0,24.0,0.2,142.0,4.8,107.0,10.2,6.5,6.3,3.1,1.0,68.0,43.0,155.0,1.0
3804,puromycin aminonucleoside,8 day,High,678.0,14.1,38.5,56.8,20.8,36.6,1.2,137.8,77.4,10.0,1.0,0.0,3.0,86.0,12.7,19.1,702.0,220.0,291.0,150.0,414.0,0.0,0.0,169.0,142.0,0.9,141.0,4.7,108.0,9.5,11.4,4.0,1.2,0.4,45.0,32.0,288.0,2.0
3805,hexachlorobenzene,8 day,Low,666.0,13.9,41.3,62.0,20.8,33.6,6.0,118.5,106.0,14.0,1.0,0.0,5.0,80.0,11.7,16.2,233.0,751.0,94.0,166.0,176.0,0.45,0.0,206.0,17.0,0.5,136.0,5.0,104.0,9.9,7.9,5.9,3.8,1.8,57.0,38.0,82.0,1.0
3806,ketoconazole,15 day,High,702.0,14.3,42.1,59.9,20.3,33.9,4.7,124.2,89.6,18.0,0.0,0.0,1.0,80.0,15.9,19.8,278.0,1257.0,78.0,135.0,151.0,0.0,0.0,167.0,15.0,0.1,144.0,4.0,105.0,10.4,6.5,5.7,2.9,1.1,71.0,42.0,166.0,1.0
3807,perhexiline,15 day,Low,698.0,14.7,41.9,60.1,21.1,35.0,3.6,122.0,140.4,16.0,0.0,0.0,2.0,81.0,15.8,22.4,333.0,2225.0,80.0,178.0,171.0,0.01,0.0,173.0,19.0,0.2,143.0,4.2,107.0,10.8,5.8,5.9,3.2,1.2,66.0,43.0,147.0,2.0
3808,carbon tetrachloride,8 day,Low,718.0,14.5,42.8,59.7,20.2,33.9,4.5,109.6,72.9,16.0,1.0,0.0,2.0,81.0,12.0,22.0,209.0,1453.0,84.0,68.0,180.0,0.13,0.07,200.0,14.0,0.4,143.0,4.0,104.0,10.8,8.6,5.6,3.6,1.8,87.0,52.0,189.0,1.0
3809,bromoethylamine,15 day,High,740.0,14.4,40.8,55.1,19.4,35.2,2.0,145.2,71.3,9.0,0.0,0.0,2.0,88.0,15.0,24.9,349.0,1581.0,69.0,78.0,143.0,0.01,0.0,152.0,15.0,0.2,142.0,4.2,110.0,10.9,6.7,6.0,2.9,1.0,47.0,34.0,125.0,2.0
3810,propylthiouracil,8 day,High,684.0,14.2,42.5,62.2,20.7,33.3,2.9,117.2,96.0,7.0,1.0,0.0,2.0,90.0,12.9,15.4,237.0,716.0,104.0,133.0,185.0,0.25,0.0,178.0,19.0,0.5,141.0,4.2,105.0,11.4,7.3,6.9,4.4,1.8,59.0,34.0,91.0,1.0
3811,nifedipine,8 day,Middle,670.0,14.3,43.7,65.2,21.3,32.6,6.6,114.3,154.1,25.0,1.0,1.0,3.0,70.0,13.4,15.6,308.0,1194.0,88.0,139.0,169.0,0.02,0.01,161.0,14.0,0.2,147.0,3.4,107.0,10.7,6.9,6.1,2.9,0.9,77.0,52.0,88.0,1.0
3812,benziodarone,15 day,High,682.0,14.8,43.7,64.1,21.7,33.9,4.0,119.9,116.0,9.0,1.0,0.0,9.0,82.0,11.8,19.2,216.0,953.0,77.0,38.0,132.0,0.26,0.03,196.0,18.0,0.6,140.0,4.4,104.0,10.5,7.0,6.0,3.6,1.5,54.0,32.0,71.0,2.0
3813,phenylbutazone,8 day,Low,643.0,14.2,42.3,65.8,22.1,33.6,6.3,108.1,109.0,7.0,0.0,0.0,4.0,88.0,12.2,16.0,236.0,912.0,86.0,108.0,145.0,0.32,0.0,196.0,18.0,0.5,140.0,5.2,105.0,10.8,8.2,6.6,4.1,1.6,69.0,33.0,92.0,2.0
3814,fluphenazine,29 day,Middle,800.0,15.6,46.7,58.4,19.6,33.5,1.7,97.1,110.0,7.0,1.0,0.0,2.0,90.0,12.1,17.9,224.0,426.0,60.0,189.0,150.0,0.29,0.0,191.0,18.0,0.7,140.0,4.2,108.0,10.9,6.6,6.5,4.1,1.7,53.0,25.0,75.0,1.0
3815,nitrofurantoin,29 day,Middle,713.0,14.3,41.3,57.9,20.1,34.7,3.2,116.9,93.5,9.0,1.0,0.0,2.0,88.0,12.3,21.3,198.0,699.0,58.0,123.0,127.0,0.18,0.11,200.0,18.0,0.5,141.0,3.5,104.0,10.3,6.0,5.8,3.5,1.5,56.0,32.0,95.0,1.0
3816,lomustine,8 day,Middle,634.0,13.3,39.6,62.5,20.9,33.5,4.3,111.1,134.0,14.0,1.0,0.0,9.0,76.0,11.3,16.2,227.0,973.0,73.0,89.0,142.0,0.3,0.0,168.0,22.0,0.5,140.0,4.6,104.0,10.9,6.0,6.3,4.0,1.7,83.0,39.0,140.0,2.0
3817,ketoconazole,29 day,Low,802.0,15.0,43.9,54.8,18.7,34.1,2.3,118.1,80.0,10.0,1.0,0.0,2.0,85.0,16.8,27.2,340.0,1436.0,74.0,102.0,142.0,0.01,0.0,201.0,15.0,0.2,143.0,4.1,106.0,10.4,5.9,6.5,3.4,1.1,52.0,27.0,116.0,1.0
3818,disopyramide,15 day,Low,708.0,13.6,40.9,57.8,19.2,33.2,4.9,124.9,90.1,11.0,1.0,0.0,2.0,84.0,15.6,25.6,317.0,1325.0,64.0,143.0,138.0,0.0,0.0,185.0,15.0,0.1,142.0,4.3,107.0,10.3,7.3,5.7,3.0,1.1,59.0,38.0,133.0,2.0
3819,indomethacin,15 day,High,368.0,7.6,22.8,61.9,20.7,33.4,18.4,179.3,114.0,5.0,0.0,0.0,6.0,89.0,11.1,19.3,480.0,678.0,55.0,66.0,113.0,0.35,0.03,118.0,68.0,0.7,137.0,5.8,105.0,9.8,13.5,5.3,2.2,0.7,91.0,7.0,147.0,8.0
3820,methylene dianiline,15 day,High,582.0,11.8,34.0,58.4,20.3,34.9,9.4,171.0,363.7,15.0,1.0,1.0,5.0,77.0,12.7,20.3,258.0,2395.0,188.0,73.0,256.0,1.05,0.34,150.0,18.0,0.3,143.0,4.0,102.0,11.5,6.3,6.9,2.4,0.5,274.0,94.0,242.0,5.0
3821,sulfasalazine,29 day,High,783.0,15.2,42.9,54.8,19.4,35.3,3.4,95.0,129.0,8.0,1.0,0.0,2.0,89.0,13.4,15.8,183.0,679.0,50.0,38.0,99.0,0.14,0.08,187.0,20.0,0.5,143.0,3.3,104.0,10.4,6.8,5.7,3.7,1.9,79.0,49.0,102.0,1.0
3822,ethanol,8 day,High,700.0,14.0,41.6,59.3,20.0,33.7,5.8,125.4,89.7,24.0,1.0,0.0,8.0,68.0,12.0,21.3,195.0,777.0,65.0,58.0,134.0,0.42,0.0,208.0,19.0,0.4,140.0,4.3,102.0,10.4,9.2,5.7,4.0,2.4,66.0,35.0,135.0,2.0
3823,colchicine,8 day,High,626.0,13.5,41.0,65.5,21.6,33.0,4.4,136.2,161.0,8.0,1.0,0.0,16.0,75.0,11.5,16.6,209.0,695.0,97.0,37.0,150.0,0.32,0.04,189.0,20.0,0.5,139.0,4.4,103.0,11.5,5.4,6.0,3.8,1.7,65.0,42.0,72.0,1.0
3824,chlormadinone,15 day,Middle,808.0,15.4,45.2,56.0,19.0,34.0,2.3,115.0,88.9,15.0,1.0,0.0,1.0,82.0,14.6,29.1,319.0,1176.0,78.0,123.0,147.0,0.0,0.0,187.0,18.0,0.2,141.0,4.4,106.0,10.6,7.3,6.0,3.1,1.1,69.0,40.0,193.0,2.0
3825,coumarin,15 day,Middle,691.0,13.8,42.0,60.8,20.0,32.9,4.5,106.3,190.0,7.0,0.0,0.0,3.0,90.0,11.3,17.8,254.0,698.0,132.0,64.0,235.0,0.35,0.08,193.0,19.0,0.6,138.0,4.7,105.0,11.2,6.9,6.4,4.2,1.9,49.0,32.0,67.0,1.0
3826,allyl alcohol,29 day,Middle,784.0,15.1,43.6,55.5,19.3,34.7,2.9,112.0,99.1,13.0,1.0,0.0,1.0,83.0,11.8,20.8,221.0,605.0,75.0,124.0,160.0,0.16,0.09,206.0,18.0,0.5,140.0,3.9,103.0,10.7,5.0,6.1,3.4,1.3,58.0,32.0,162.0,1.0
3827,methyldopa,8 day,High,694.0,14.6,43.3,62.4,21.1,33.8,3.8,104.0,74.3,13.0,1.0,0.0,3.0,83.0,12.3,15.0,268.0,1403.0,84.0,28.0,131.0,0.07,0.01,199.0,16.0,0.2,145.0,4.2,107.0,11.0,8.4,5.7,2.7,0.9,84.0,46.0,77.0,1.0
3828,nitrofurantoin,8 day,Middle,628.0,13.8,38.2,60.8,22.0,36.2,6.1,120.6,124.7,15.0,1.0,0.0,2.0,80.0,12.2,19.4,214.0,947.0,104.0,221.0,202.0,0.23,0.18,175.0,19.0,0.4,140.0,4.4,100.0,11.1,7.9,5.9,3.6,1.6,55.0,29.0,179.0,2.0
3829,bendazac,8 day,Middle,651.0,14.2,41.8,64.2,21.8,33.9,9.9,148.9,116.0,13.0,1.0,0.0,13.0,73.0,11.7,18.2,214.0,830.0,70.0,108.0,144.0,0.39,0.03,206.0,17.0,0.5,141.0,4.3,104.0,11.3,7.8,5.8,3.7,1.8,55.0,34.0,86.0,1.0
3830,nifedipine,15 day,Middle,748.0,15.1,46.2,61.7,20.1,32.6,4.8,110.2,110.4,23.0,1.0,0.0,5.0,69.0,14.0,18.8,303.0,1445.0,83.0,108.0,160.0,0.01,0.01,164.0,24.0,0.2,144.0,4.5,108.0,11.0,7.2,5.9,2.8,0.9,68.0,49.0,47.0,1.0
3831,sulfasalazine,29 day,Low,719.0,15.4,41.6,57.8,21.4,37.0,2.8,97.9,139.0,12.0,1.0,0.0,2.0,85.0,12.5,21.6,219.0,581.0,70.0,195.0,157.0,0.18,0.13,203.0,19.0,0.5,141.0,3.5,102.0,10.5,6.1,6.1,3.6,1.4,75.0,40.0,172.0,1.0
3832,moxisylyte,29 day,High,780.0,14.3,40.8,52.3,18.3,35.0,3.5,122.4,106.4,23.0,1.0,0.0,3.0,73.0,15.6,20.5,312.0,938.0,65.0,234.0,165.0,0.0,0.0,190.0,19.0,0.2,142.0,4.5,106.0,10.7,5.3,6.2,3.1,1.0,66.0,49.0,112.0,3.0
3833,penicillamine,8 day,High,771.0,14.8,45.8,59.4,19.2,32.3,2.9,99.5,89.2,11.0,1.0,0.0,4.0,82.0,14.9,19.2,370.0,606.0,91.0,69.0,157.0,0.05,0.01,175.0,16.0,0.2,142.0,3.8,105.0,10.7,7.4,6.0,2.9,0.9,44.0,29.0,64.0,1.0
3834,promethazine,15 day,High,806.0,15.2,45.2,56.1,18.9,33.7,3.6,123.0,88.9,24.0,1.0,0.0,2.0,73.0,15.4,24.6,303.0,1498.0,115.0,114.0,194.0,0.03,0.02,191.0,18.0,0.2,144.0,3.8,104.0,10.9,7.7,6.2,3.2,1.0,69.0,55.0,138.0,3.0
3835,omeprazole,8 day,High,643.0,12.9,37.7,58.7,20.1,34.3,4.6,186.9,104.0,12.0,0.0,0.0,5.0,82.0,12.0,21.6,212.0,625.0,92.0,95.0,185.0,0.12,0.07,202.0,17.0,0.5,140.0,3.4,100.0,10.7,8.1,6.2,3.4,1.2,70.0,29.0,189.0,2.0
3836,famotidine,29 day,Low,773.0,14.8,42.4,54.9,19.1,34.9,2.5,94.9,85.3,17.0,2.0,0.0,1.0,79.0,12.7,19.6,228.0,648.0,60.0,50.0,122.0,0.13,0.06,291.0,18.0,0.6,140.0,4.9,103.0,10.3,8.7,6.0,3.4,1.3,71.0,35.0,120.0,1.0
3837,methimazole,8 day,Middle,698.0,15.1,41.6,59.5,21.7,36.4,4.1,117.8,91.2,12.0,1.0,0.0,1.0,85.0,16.8,22.4,352.0,1463.0,108.0,159.0,189.0,0.01,0.01,164.0,16.0,0.2,142.0,4.3,108.0,10.6,7.4,6.4,3.3,1.1,52.0,30.0,187.0,1.0
3838,bendazac,15 day,High,703.0,14.5,43.0,61.2,20.6,33.6,3.4,133.2,136.0,12.0,1.0,0.0,3.0,85.0,11.7,19.3,206.0,993.0,55.0,50.0,114.0,0.96,0.0,176.0,16.0,0.6,141.0,4.0,105.0,10.2,4.6,6.1,4.2,2.2,65.0,38.0,144.0,1.0
3839,quinidine,15 day,High,689.0,14.5,43.1,62.5,21.1,33.7,5.8,136.4,129.1,25.0,1.0,0.0,4.0,69.0,15.2,24.9,344.0,1705.0,99.0,94.0,172.0,0.0,0.0,201.0,15.0,0.2,143.0,4.0,106.0,10.8,8.3,5.8,3.1,1.2,66.0,37.0,140.0,2.0
3840,clomipramine,15 day,Low,660.0,14.3,41.6,63.0,21.6,34.3,3.8,102.6,90.4,21.0,1.0,0.0,3.0,75.0,13.9,17.7,342.0,1675.0,69.0,85.0,135.0,0.05,0.01,171.0,15.0,0.2,145.0,4.0,107.0,10.7,6.9,6.1,2.7,0.8,75.0,41.0,79.0,1.0
3841,sulpiride,29 day,High,820.0,16.1,46.0,56.1,19.6,35.0,2.1,97.8,123.2,12.0,1.0,0.0,2.0,84.0,13.1,17.3,289.0,1619.0,68.0,88.0,141.0,0.05,0.01,169.0,17.0,0.3,142.0,3.8,105.0,10.5,7.2,6.4,2.8,0.8,72.0,47.0,49.0,1.0
3842,tiopronin,15 day,High,657.0,13.6,41.3,62.9,20.8,33.0,5.8,135.2,154.5,15.0,1.0,0.0,3.0,80.0,15.7,24.3,253.0,936.0,50.0,131.0,110.0,0.0,0.0,179.0,19.0,0.2,141.0,4.0,106.0,10.6,6.5,5.6,3.1,1.3,66.0,42.0,149.0,2.0
